E3,SUB,source,key,SUB_random,E3_random
Q9HCE7,Q13950,12738770,Q9HCE7_Q13950,Q13243,Q09472
Q9HCE7,Q99717,12871975,Q9HCE7_Q99717,P32019,O14788
Q9HCE7,Q15797,14711801,Q9HCE7_Q15797,Q15459,O15105
Q9HCE7,P37173,15817471,Q9HCE7_P37173,Q53QZ3,P41235
Q9HCE7,O43541,16299379,Q9HCE7_O43541,Q00987,P40763
Q9HCE7,P63000,16472676,Q9HCE7_P63000,Q92963,Q12929
Q9HCE7,Q99988,18927080,Q9HCE7_Q99988,O60508,Q14209
Q9HCE7,O95947,19561075,Q9HCE7_O95947,O94921,Q92826
Q9HCE7,P36894,20558834,Q9HCE7_P36894,O43318,Q9H2X0
Q9HCE7,Q13873,20558834,Q9HCE7_Q13873,Q8TB52,P56159
Q9HCE7,O00238,20558834,Q9HCE7_O00238,Q9BQ95,Q15750
Q9HCE7,Q9H160,20621832,Q9HCE7_Q9H160,P48059,Q09472
Q9HCE7,Q9UMX0,20804422,Q9HCE7_Q9UMX0,Q9NQS1,Q09472
Q9HCE7,P60002,20804422,Q9HCE7_P60002,Q70EL2,P46736
Q9HCE7,Q8N6M0,20804422,Q9HCE7_Q8N6M0,Q66LE6,Q9UBW7
Q9HCE7,Q9H2K8,20804422,Q9HCE7_Q9H2K8,Q96JJ3,Q658T7
Q9HCE7,P09769,20804422,Q9HCE7_P09769,Q9Y6M7,Q13488
Q9HCE7,Q9P270,20804422,Q9HCE7_Q9P270,P61952,Q6NVV3
Q9HCE7,P42679,20804422,Q9HCE7_P42679,Q9Y4X5,P78504
Q9HCE7,P54725,20804422,Q9HCE7_P54725,Q99836,O94782
Q9HCE7,Q13404,20804422,Q9HCE7_Q13404,Q99835,Q9Y4K3
Q9HCE7,Q9Y4K4,20804422,Q9HCE7_Q9Y4K4,P35222,Q15311
Q9HCE7,Q9H6K1,20804422,Q9HCE7_Q9H6K1,Q14596,Q9BY11
Q9HCE7,P51955,20804422,Q9HCE7_P51955,P62195,Q8N3U1
Q9HCE7,Q9Y508,20804422,Q9HCE7_Q9Y508,Q9UP38,Q5TC82
Q9HCE7,P80192,20804422,Q9HCE7_P80192,Q8IVP5,O95819
Q9HCE7,P35626,20804422,Q9HCE7_P35626,Q9NTX7,Q96RD3
Q9HCE7,Q8N8V4,20804422,Q9HCE7_Q8N8V4,Q92783,B4DXR9
Q9HCE7,O00291,20804422,Q9HCE7_O00291,Q9C0C7,O15144
Q9HCE7,P61328,20804422,Q9HCE7_P61328,P41134,P10114
Q9HCE7,Q96KG9,20804422,Q9HCE7_Q96KG9,P61289,Q9UER7
Q9HCE7,P21709,20804422,Q9HCE7_P21709,Q9Y2E6,P29322
Q9HCE7,O76080,20804422,Q9HCE7_O76080,Q53GL0,Q9Y4K3
Q9HCE7,Q8IZ07,20804422,Q9HCE7_Q8IZ07,Q9NX47,Q4G0N7
Q9HCE7,P48730,20804422,Q9HCE7_P48730,Q13114,P57073
Q9HCE7,P45974,20804422,Q9HCE7_P45974,O94888,Q6P2Q9
Q9HCE7,O60784,20804422,Q9HCE7_O60784,Q92995,P0CG47
Q9HCE7,Q8N0X7,20804422,Q9HCE7_Q8N0X7,Q9NWF9,Q6DD88
Q9HCE7,Q569H4,20804422,Q9HCE7_Q569H4,Q9H0H5,Q9BY89
Q9HCE7,Q9NZ63,20804422,Q9HCE7_Q9NZ63,Q96RU2,Q9Y312
Q9HCE7,P05129,20804422,Q9HCE7_P05129,P29590,Q96GR2
Q9HCE7,Q9H1I8,20804422,Q9HCE7_Q9H1I8,Q9Y624,Q9BQ24
Q9HCE7,Q96C92,20804422,Q9HCE7_Q96C92,P10916,Q86UT8
Q9HCE7,P54252,20804422,Q9HCE7_P54252,P27361,Q6Y7W6
Q9HCE7,Q13492,20804422,Q9HCE7_Q13492,P30291,O00443
Q9HCE7,Q9BRJ6,20804422,Q9HCE7_Q9BRJ6,Q92888,Q99543
Q9HCE7,Q9Y6I3,20804422,Q9HCE7_Q9Y6I3,Q13618,Q96SQ7
Q9HCE7,Q9H8M7,20804422,Q9HCE7_Q9H8M7,Q9BYG5,O14727
Q9HCE7,Q9NSB8,20804422,Q9HCE7_Q9NSB8,Q13617,Q9UKB3
Q9HCE7,Q08881,20804422,Q9HCE7_Q08881,Q99459,Q96J84
Q9HCE7,Q06187,20804422,Q9HCE7_Q06187,Q99755,A6NC86
Q9HCE7,P67936,20804422,Q9HCE7_P67936,P22004,Q969G5
Q9HCE7,Q15642,20804422,Q9HCE7_Q15642,Q96A37,O14829
Q9HCE7,P16234,20804422,Q9HCE7_P16234,P50502,P31749
Q9HCE7,Q9UHD9,20804422,Q9HCE7_Q9UHD9,O95405,Q9BQI9
Q9HCE7,O14730,20804422,Q9HCE7_O14730,P35813,Q9BVI4
Q9HCE7,Q8NFZ5,20804422,Q9HCE7_Q8NFZ5,Q08708,Q86YR5
Q9HCE7,Q9BSL1,20804422,Q9HCE7_Q9BSL1,Q9BSQ5,Q9UHL4
Q9HCE7,P17252,20804422,Q9HCE7_P17252,Q15843,P62714
Q9HCE7,Q9Y2U5,20804422,Q9HCE7_Q9Y2U5,P40337,Q9BYX2
Q9HCE7,P19784,20804422,Q9HCE7_P19784,P55072,O15305
Q9HCE7,P41743,20804422,Q9HCE7_P41743,Q13191,P08238
Q9HCE7,Q7KZI7,20804422,Q9HCE7_Q7KZI7,Q9UMW8,Q8WUU4
Q9HCE7,Q9UHD2,20804422,Q9HCE7_Q9UHD2,Q68DA7,P46937
Q9HCE7,P06239,20804422,Q9HCE7_P06239,P12755,P08567
Q9HCE7,Q6ZVM7,20804422,Q9HCE7_Q6ZVM7,Q8IWV8,Q9UNS2
Q9HCE7,Q96CS3,20804422,Q9HCE7_Q96CS3,P08134,Q9Y5Z9
Q9HCE7,P07332,20804422,Q9HCE7_P07332,P01106,P07766
Q9HCE7,O76013,20804422,Q9HCE7_O76013,Q96EQ8,O76011
Q9HCE7,Q16186,20804422,Q9HCE7_Q16186,P31946,P78371
Q9HCE7,Q9NWM3,20804422,Q9HCE7_Q9NWM3,O60565,Q8WYQ9
Q9HCE7,Q02779,20804422,Q9HCE7_Q02779,Q969H0,Q05193
Q9HCE7,Q15750,20804422,Q9HCE7_Q15750,O60331,Q12933
Q9HCE7,Q9BYM8,20804422,Q9HCE7_Q9BYM8,Q8TDD2,Q06587
Q9HCE7,Q6ZTN6,20804422,Q9HCE7_Q6ZTN6,Q12983,Q5MJ07
Q9HCE7,P26038,20804422,Q9HCE7_P26038,P49427,Q86UF1
Q9HCE7,A6NI79,20804422,Q9HCE7_A6NI79,P62979,Q9H9A7
Q9HCE7,Q9BZV1,20804422,Q9HCE7_Q9BZV1,Q9NVE5,P46459
Q9HCE7,Q9P1Z2,20804422,Q9HCE7_Q9P1Z2,Q96PU5,Q9UDV7
Q9HCE7,Q9P2X3,20804422,Q9HCE7_Q9P2X3,P36896,Q8WW01
Q9HCE7,Q9H5N1,20804422,Q9HCE7_Q9H5N1,Q9HD42,P23415
Q9HCE7,P55036,20804422,Q9HCE7_P55036,P07355,P41250
Q9HCE7,Q5BJF6,20804422,Q9HCE7_Q5BJF6,Q71RC2,Q8NFK1
Q9HCE7,Q00688,20804422,Q9HCE7_Q00688,P03372,Q5XXA6
Q9HCE7,Q9Y5W3,21382345,Q9HCE7_Q9Y5W3,Q9UHP3,O15119
Q9HCE7,Q14247,22199232,Q9HCE7_Q14247,P41221,Q9UNF0
Q9HCE7,Q9ULJ7,22199232,Q9HCE7_Q9ULJ7,P21802,Q9UPQ0
Q9HCE7,Q9UKE5,22199232,Q9HCE7_Q9UKE5,Q14623,P10599
Q9HCE7,Q9Y490,22199232,Q9HCE7_Q9Y490,O60260,P20810
Q9HCE7,Q7Z434,23087404,Q9HCE7_Q7Z434,P10600,P40305
Q9HCE7,O15169,23959799,Q9HCE7_O15169,Q9UPN9,Q969F2
Q9HCE7,Q92519,24089522,Q9HCE7_Q92519,Q9Y252,P30304
Q9HCE7,Q15726,30244247,Q9HCE7_Q15726,P12830,P10275
Q9HCE7,P37231,30566427,Q9HCE7_P37231,Q9UBC2,Q99527
Q9HCE7,Q9P2Y5,30686098,Q9HCE7_Q9P2Y5,Q15365,Q9ULT8
Q9HCE7,Q04771,31685442,Q9HCE7_Q04771,P36956,Q9NPF0
Q9HCE7,Q9Y261,31891682,Q9HCE7_Q9Y261,P12757,P60709
Q9HCE7,P60484,32938489,Q9HCE7_P60484,Q16763,Q93009
Q9HCE7,P04626,33875644,Q9HCE7_P04626,O95863,O94907
P46934,P24928,10490634,P46934_P24928,Q86UW6,Q496Y0
P46934,P07948,10683340,P46934_P07948,O94763,P67775
P46934,P27216,10871286,P46934_P27216,Q9BXW4,P01106
P46934,P43405,11046148,P46934_P43405,Q7L2E3,Q86VQ0
P46934,Q9Y4G8,11598133,P46934_Q9Y4G8,Q10570,Q8IV61
P46934,O14964,12230472,P46934_O14964,Q96B97,Q05193
P46934,P12931,12907674,P46934_P12931,O60610,P78324
P46934,P35968,15060076,P46934_P35968,P30307,O14627
P46934,O95999,15082780,P46934_O95999,P61247,Q5TC82
P46934,Q99816,15126635,P46934_Q99816,P51787,P36406
P46934,Q14524,15217910,P46934_Q14524,P34932,P35498
P46934,Q9BT67,15252135,P46934_Q9BT67,Q15386,P56962
P46934,Q9NV92,15252135,P46934_Q9NV92,Q9UKV5,P60484
P46934,P46531,15620649,P46934_P46531,P80723,P33527
P46934,Q86Y01,15620649,P46934_Q86Y01,Q13188,P48539
P46934,Q16655,15703212,P46934_Q16655,Q9BY43,Q8IV76
P46934,P51170,17013377,P46934_P51170,P04637,Q5JTZ5
P46934,P42566,17013377,P46934_P42566,Q9NRR5,Q9Y5X1
P46934,O75113,17114934,P46934_O75113,Q96FZ7,O14734
P46934,Q9NZ52,17116753,P46934_Q9NZ52,Q13485,P08913
P46934,P60484,17218260,P46934_P60484,Q8TBB1,O15530
P46934,P08069,18286479,P46934_P08069,Q9UIC8,P03999
P46934,P43005,18539596,P46934_P43005,Q13322,Q6Q4G3
P46934,P07550,18544533,P46934_P07550,A6NEK1,Q9C0B2
P46934,Q9BSA4,18577513,P46934_Q9BSA4,Q712K3,Q9UG63
P46934,P10275,18703514,P46934_P10275,Q14241,O75928
P46934,P46934,18772139,P46934_P46934,O95155,A4D1S5
P46934,O75843,18772139,P46934_O75843,Q86UE4,Q9UN37
P46934,Q5MJ70,19054764,P46934_Q5MJ70,Q8TD10,Q86Y26
P46934,Q9NYA4,19125695,P46934_Q9NYA4,P49757,Q53EZ4
P46934,Q07912,19144635,P46934_Q07912,P23443,P60953
P46934,Q15303,19193720,P46934_Q15303,Q6P2Q9,Q16825
P46934,P55036,19240029,P46934_P55036,P51965,Q12904
P46934,P17302,19835873,P46934_P17302,Q9UNE7,P07437
P46934,O43597,19864419,P46934_O43597,P49407,P09038
P46934,Q13571,19953087,P46934_Q13571,O75604,P21580
P46934,P51168,19953087,P46934_P51168,Q8NI51,Q8N668
P46934,Q9Y3C5,19953087,P46934_Q9Y3C5,O14802,Q93009
P46934,Q01959,20051513,P46934_Q01959,P61956,P17252
P46934,P00533,20086093,P46934_P00533,P06576,P14672
P46934,Q8WUM4,20519395,P46934_Q8WUM4,P61981,Q9H172
P46934,P19634,20855896,P46934_P19634,Q9UK22,P05067
P46934,P42261,21148011,P46934_P42261,Q13619,P31645
P46934,Q9UKG1,21320486,P46934_Q9UKG1,Q96I51,Q8NBS9
P46934,P11362,21765395,P46934_P11362,Q38SD2,P07949
P46934,Q14457,21936852,P46934_Q14457,Q8IXW5,Q9NSE2
P46934,P37840,21953697,P46934_P37840,Q2YD98,Q969H0
P46934,P04629,22199232,P46934_P04629,Q9H469,P09496
P46934,Q6PJG6,22199232,P46934_Q6PJG6,Q14289,Q2VWA4
P46934,Q4VCS5,22385262,P46934_Q4VCS5,P22607,P50747
P46934,Q2KJY2,22768111,P46934_Q2KJY2,Q9NP79,P14616
P46934,P01106,23175188,P46934_P01106,P05161,Q9NPF5
P46934,P04198,23175188,P46934_P04198,P09651,P51610
P46934,P31751,23195959,P46934_P31751,Q9Y570,Q16654
P46934,Q9Y243,23195959,P46934_Q9Y243,Q8N2K1,P85299
P46934,P31749,23195959,P46934_P31749,Q96S59,Q92567
P46934,Q96FV9,23460917,P46934_Q96FV9,Q93034,Q14264
P46934,P37231,23549616,P46934_P37231,Q5T1R4,P57086
P46934,O15399,23639431,P46934_O15399,A0AVT1,Q13114
P46934,O95835,24107629,P46934_O95835,P30101,Q9ULE0
P46934,Q00987,24413081,P46934_Q00987,P21802,P02786
P46934,P21860,24662824,P46934_P21860,Q9Y6D5,P09668
P46934,Q96NT3,24743017,P46934_Q96NT3,Q9Y297,Q4AC94
P46934,P01111,24746824,P46934_P01111,Q8TE76,Q14344
P46934,P01116,24746824,P46934_P01116,Q86VN1,P07333
P46934,P01112,24746824,P46934_P01112,Q9C0C7,P67775
P46934,Q9UBF6,25216516,P46934_Q9UBF6,O60337,A6NK59
P46934,P10523,25216516,P46934_P10523,Q13049,Q12967
P46934,Q9H4B6,25692647,P46934_Q9H4B6,Q15369,Q9P2B4
P46934,P08183,26006083,P46934_P08183,Q9Y3E7,P01584
P46934,Q01628,26263374,P46934_Q01628,Q9H172,Q8N954
P46934,P23759,26304770,P46934_P23759,Q96RU3,P15172
P46934,Q969T9,26371805,P46934_Q969T9,P04626,P35240
P46934,P25116,26391660,P46934_P25116,O00267,P16581
P46934,Q9UJM3,27557663,P46934_Q9UJM3,Q9Y252,Q9UM73
P46934,Q9Y4H2,28126338,P46934_Q9Y4H2,P42768,O15530
P46934,P68431,28300060,P46934_P68431,O75382,P19474
P46934,P10114,28405688,P46934_P10114,P50570,Q60I27
P46934,Q13501,29021346,P46934_Q13501,Q9NZM5,P42262
P46934,O75444,29467225,P46934_O75444,Q96LR5,Q16665
P46934,O43490,29760280,P46934_O43490,Q9H3S7,P48595
P46934,Q99755,29851245,P46934_Q99755,Q8TCC7,Q9NR81
P46934,O14980,31326389,P46934_O14980,P61201,P35869
P46934,P98170,31383789,P46934_P98170,O75807,P46531
P46934,Q9Y5U5,31824170,P46934_Q9Y5U5,Q9HAU4,Q12933
P46934,P38936,31831018,P46934_P38936,Q969T4,P41235
P46934,Q9BXB1,31867777,P46934_Q9BXB1,P54727,P29120
P46934,O14641,31867777,P46934_O14641,P42345,Q9BT04
P46934,O75473,31867777,P46934_O75473,O75351,O00755
P46934,Q92734,33176158,P46934_Q92734,Q9Y4X5,Q9C0B0
P46934,Q9UIH9,33687156,P46934_Q9UIH9,Q9NX09,O43298
P46934,Q96BF3,33962630,P46934_Q96BF3,P31946,P01730
P46934,Q9UHD2,34257412,P46934_Q9UHD2,O75886,Q99700
P46934,O15431,34278744,P46934_O15431,O15258,Q8N668
P46934,Q15012,34297722,P46934_Q15012,P22314,Q9H7P6
Q9UNE7,Q9UNE7,11111111,Q9UNE7_Q9UNE7,Q99567,Q9Y4K3
Q9UNE7,P13569,11146634,Q9UNE7_P13569,Q86YT6,O75051
Q9UNE7,P11142,11146634,Q9UNE7_P11142,P62258,Q14527
Q9UNE7,Q99933,11676916,Q9UNE7_Q99933,P21917,P36406
Q9UNE7,P04150,11676916,Q9UNE7_P04150,Q15554,Q09472
Q9UNE7,P03372,12239347,Q9UNE7_P03372,Q6VVB1,Q09472
Q9UNE7,P04626,12239347,Q9UNE7_P04626,O75030,O95393
Q9UNE7,P10275,12559985,Q9UNE7_P10275,Q8IZL9,P35869
Q9UNE7,P29474,14507928,Q9UNE7_P29474,Q7Z7E8,P00480
Q9UNE7,Q13485,14701756,Q9UNE7_Q13485,P49257,P11142
Q9UNE7,Q15797,14701756,Q9UNE7_Q15797,Q9UK22,Q9Y2U8
Q9UNE7,P10636,14962978,Q9UNE7_P10636,P46782,Q92673
Q9UNE7,P06748,15126367,Q9UNE7_P06748,Q13309,P09919
Q9UNE7,Q9UM73,15126367,Q9UNE7_Q9UM73,Q13490,O15524
Q9UNE7,P55036,15198682,Q9UNE7_P55036,Q8NFG4,Q92530
Q9UNE7,P29475,15466472,Q9UNE7_P29475,Q9UKV5,Q9Y314
Q9UNE7,P84022,15781469,Q9UNE7_P84022,Q07002,P05556
Q9UNE7,Q99683,16038411,Q9UNE7_Q99683,P05161,Q12933
Q9UNE7,Q86WG3,16275660,Q9UNE7_Q86WG3,P14921,P13637
Q9UNE7,O60762,16280320,Q9UNE7_O60762,Q14249,P15291
Q9UNE7,Q04912,16740632,Q9UNE7_Q04912,Q92643,Q9NS98
Q9UNE7,Q9UPR3,16809764,Q9UNE7_Q9UPR3,O14744,O75663
Q9UNE7,P54253,16831871,Q9UNE7_P54253,Q99643,Q12933
Q9UNE7,O00141,16895519,Q9UNE7_O00141,P10809,Q5VV11
Q9UNE7,Q12852,16931512,Q9UNE7_Q12852,Q9UBN7,P80192
Q9UNE7,Q92731,16940184,Q9UNE7_Q92731,P49715,P43250
Q9UNE7,P10911,17178836,Q9UNE7_P10911,P11021,Q9NZG7
Q9UNE7,P35869,17209571,Q9UNE7_P35869,O00487,Q09472
Q9UNE7,P53355,17324930,Q9UNE7_P53355,O75506,Q07817
Q9UNE7,P33402,17873020,Q9UNE7_P33402,Q08209,Q9NR64
Q9UNE7,P17542,17962192,Q9UNE7_P17542,P37231,O75182
Q9UNE7,P31749,18292230,Q9UNE7_P31749,Q92482,Q9UJM3
Q9UNE7,Q13043,18381433,Q9UNE7_Q13043,P01100,P01764
Q9UNE7,P37840,18436529,Q9UNE7_P37840,Q99942,P14416
Q9UNE7,Q13950,18541707,Q9UNE7_Q13950,P17987,Q01860
Q9UNE7,Q13114,18922468,Q9UNE7_Q13114,Q14596,Q96AY3
Q9UNE7,P04049,18922468,Q9UNE7_P04049,A2A3K4,Q13233
Q9UNE7,P08684,19103148,Q9UNE7_P08684,Q9NVW2,P21439
Q9UNE7,Q5S007,19196961,Q9UNE7_Q5S007,P40313,Q9P0M4
Q9UNE7,Q9Y6Q9,19198599,Q9UNE7_Q9Y6Q9,Q9Y4W6,Q86WS4
Q9UNE7,Q8IZQ8,19237536,Q9UNE7_Q8IZQ8,Q02790,O95863
Q9UNE7,P35228,19362296,Q9UNE7_P35228,Q13520,P22301
Q9UNE7,Q12778,19483080,Q9UNE7_Q12778,Q9Y4X5,P35398
Q9UNE7,Q01196,19524548,Q9UNE7_Q01196,P78371,Q14980
Q9UNE7,P29317,19567782,Q9UNE7_P29317,Q13501,O43490
Q9UNE7,P34932,19648119,Q9UNE7_P34932,P11474,Q96DX5
Q9UNE7,P07900,19913553,Q9UNE7_P07900,Q00987,Q6FI81
Q9UNE7,Q16665,19940151,Q9UNE7_Q16665,Q9HAU4,P13473
Q9UNE7,Q9Y2U5,20588253,Q9UNE7_Q9Y2U5,P42345,Q8NB12
Q9UNE7,P04637,20618441,Q9UNE7_P04637,P25490,P21781
Q9UNE7,P10914,20947504,Q9UNE7_P10914,Q5TCX8,O15524
Q9UNE7,P07197,21219885,Q9UNE7_P07197,P53041,P41594
Q9UNE7,Q9Y697,21219885,Q9UNE7_Q9Y697,Q5JWF2,Q9BV44
Q9UNE7,Q12933,21793045,Q9UNE7_Q12933,P30530,P48023
Q9UNE7,Q15831,21860411,Q9UNE7_Q15831,Q96EP0,Q9Y5K5
Q9UNE7,P12931,21911421,Q9UNE7_P12931,Q969T4,Q9UF33
Q9UNE7,Q05513,21911421,Q9UNE7_Q05513,Q01167,Q8N2W9
Q9UNE7,P60321,22199232,Q9UNE7_P60321,O95817,P04554
Q9UNE7,P31645,22199232,Q9UNE7_P31645,P53350,P08183
Q9UNE7,P43694,22199232,Q9UNE7_P43694,Q7RTS6,Q02535
Q9UNE7,Q9NPJ1,22199232,Q9UNE7_Q9NPJ1,Q9H3Z4,P52564
Q9UNE7,P80370,22199232,Q9UNE7_P80370,Q99814,Q12852
Q9UNE7,Q8WY41,22199232,Q9UNE7_Q8WY41,Q8NBP7,P27539
Q9UNE7,Q03060,22267842,Q9UNE7_Q03060,Q96SF2,Q8TF68
Q9UNE7,P01106,22543587,Q9UNE7_P01106,P46379,Q13323
Q9UNE7,Q96PH1,23023377,Q9UNE7_Q96PH1,Q86X02,Q9NXK6
Q9UNE7,P29034,23344957,Q9UNE7_P29034,Q86U38,Q99988
Q9UNE7,Q00613,23344957,Q9UNE7_Q00613,Q9UER7,Q8TD19
Q9UNE7,P56545,23410750,Q9UNE7_P56545,Q9BXM7,Q09472
Q9UNE7,P55017,23482560,Q9UNE7_P55017,Q96PB7,P50443
Q9UNE7,Q9BZS1,23973223,Q9UNE7_Q9BZS1,Q9BY41,Q5TC82
Q9UNE7,Q8N6T7,24043303,Q9UNE7_Q8N6T7,O75150,Q04206
Q9UNE7,P54252,24106274,Q9UNE7_P54252,Q9Y6K1,O95817
Q9UNE7,Q8TCG1,24293411,Q9UNE7_Q8TCG1,Q86U44,Q15021
Q9UNE7,P63241,24509416,Q9UNE7_P63241,Q9UNH5,P37198
Q9UNE7,Q9Y4K3,24578159,Q9UNE7_Q9Y4K3,Q99832,P00519
Q9UNE7,Q16584,24912674,Q9UNE7_Q16584,Q9Y463,P22681
Q9UNE7,O75460,25225294,Q9UNE7_O75460,P19484,Q9H2C8
Q9UNE7,P56817,25773675,Q9UNE7_P56817,Q9BUN8,Q9NQX7
Q9UNE7,P60484,26280536,Q9UNE7_P60484,O00170,Q13535
Q9UNE7,P06213,28431247,Q9UNE7_P06213,P11441,P60709
Q9UNE7,Q6ZWH5,29581457,Q9UNE7_Q6ZWH5,A6NHQ4,Q9Y6N1
Q9UNE7,O15079,29898993,Q9UNE7_O15079,P05067,Q14982
Q9UNE7,P22694,31189917,Q9UNE7_P22694,P78367,Q9BXT2
Q9UNE7,P17612,31189917,Q9UNE7_P17612,O43623,Q8NGX6
Q9UNE7,P46937,31393050,Q9UNE7_P46937,Q9UQ80,Q6ZW31
Q9UNE7,O00327,32041778,Q9UNE7_O00327,Q96PU5,Q9C0C9
Q9UNE7,Q7Z434,33940459,Q9UNE7_Q7Z434,P50991,P41226
Q00987,Q09472,10207051,Q00987_Q09472,P29034,Q6ZRP5
Q00987,Q92793,10207051,Q00987_Q92793,Q99466,Q9BYE9
Q00987,P04637,10207051,Q00987_P04637,Q9H1E3,P60228
Q00987,O15151,10218570,Q00987_O15151,P58004,Q09472
Q00987,Q16665,10640274,Q00987_Q16665,Q8WZ73,P51854
Q00987,P38936,10698510,Q00987_P38936,Q9NRR5,O00548
Q00987,Q00987,10892746,Q00987_Q00987,Q16626,Q9HCX4
Q00987,P06400,11035041,Q00987_P06400,P61289,O15151
Q00987,Q9Y6B2,11073989,Q00987_Q9Y6B2,O60934,Q99608
Q00987,P49407,11111111,Q00987_P49407,P63165,P30518
Q00987,Q8N9B5,11111111,Q00987_Q8N9B5,Q13547,A4D2P6
Q00987,P32121,11111111,Q00987_P32121,P51959,Q9HC97
Q00987,Q92993,11927554,Q00987_Q92993,O96028,O95376
Q00987,P49757,12646252,Q00987_P49757,Q9BV68,P25787
Q00987,P08069,12821780,Q00987_P08069,P07437,P63244
Q00987,P04150,12897156,Q00987_P04150,Q9UI09,Q14764
Q00987,P78352,14642282,Q00987_P78352,P17535,Q8NFY4
Q00987,Q92831,14769800,Q00987_Q92831,O60858,Q9BVR0
Q00987,P35568,15456867,Q00987_P35568,Q13263,Q6YHU6
Q00987,Q16778,15546622,Q00987_Q16778,Q15047,O60907
Q00987,Q9H2X6,16212962,Q00987_Q9H2X6,Q00688,Q09472
Q00987,Q13469,16338656,Q00987_Q13469,P11137,O95801
Q00987,O94916,16338656,Q00987_O94916,O94985,Q92997
Q00987,P12830,16980628,Q00987_P12830,P06748,Q09472
Q00987,P25098,17006543,Q00987_P25098,P23443,Q8NGV0
Q00987,O60936,17142834,Q00987_O60936,P49841,Q96S82
Q00987,P98177,18665269,Q00987_P98177,O75604,Q15257
Q00987,P61254,18951086,Q00987_P61254,P02533,Q6R327
Q00987,Q7LG56,19015526,Q00987_Q7LG56,Q8NG27,Q6PGN9
Q00987,P14316,19032150,Q00987_P14316,P07197,P01563
Q00987,P27695,19219073,Q00987_P27695,P62191,Q9UHC1
Q00987,P55036,19240029,Q00987_P55036,P62081,P60866
Q00987,O43524,19321440,Q00987_O43524,Q99689,P06239
Q00987,Q12778,19321440,Q00987_Q12778,Q9H9J4,P08151
Q00987,Q08499,19372219,Q00987_Q08499,Q6PCD5,Q9NRI5
Q00987,O94992,19617712,Q00987_O94992,O60502,P67870
Q00987,Q92630,19965871,Q00987_Q92630,Q8WXA9,P51668
Q00987,Q9UER7,20153724,Q00987_Q9UER7,Q9UGP8,P47989
Q00987,O14746,20453884,Q00987_O14746,Q13200,P62318
Q00987,P18847,20592017,Q00987_P18847,P42677,Q05923
Q00987,P62979,21561866,Q00987_P62979,Q8NBN3,Q96B01
Q00987,Q9UHR4,21887275,Q00987_Q9UHR4,Q86WH2,P62491
Q00987,O75417,22056306,Q00987_O75417,P46776,O14529
Q00987,Q86Z02,22173032,Q00987_Q86Z02,P15311,P29590
Q00987,O15273,22199232,Q00987_O15273,Q3YBR2,Q9NP98
Q00987,P12956,22199232,Q00987_P12956,Q92878,Q96MF7
Q00987,Q15334,22199232,Q00987_Q15334,P54725,Q9Y623
Q00987,Q9BVP2,22199232,Q00987_Q9BVP2,Q14676,Q96NI6
Q00987,P24864,22199232,Q00987_P24864,P46777,Q14444
Q00987,P41181,22199232,Q00987_P41181,P18848,P51795
Q00987,O43602,22199232,Q00987_O43602,Q9NZJ0,P17600
Q00987,Q13761,22199232,Q00987_Q13761,O95835,O43242
Q00987,Q9Y2R9,22199232,Q00987_Q9Y2R9,P56545,P62750
Q00987,P10275,22199232,Q00987_P10275,Q9NVN8,P36952
Q00987,O95863,22199232,Q00987_O95863,P62333,Q16658
Q00987,Q15849,22199232,Q00987_Q15849,Q04206,P32418
Q00987,Q01094,22199232,Q00987_Q01094,P28068,P61244
Q00987,Q92731,22349818,Q00987_Q92731,Q9BWX1,O00264
Q00987,Q15361,22383580,Q00987_Q15361,O14503,Q8N1A0
Q00987,Q15466,22575647,Q00987_Q15466,Q9NY61,P27361
Q00987,O95376,22940738,Q00987_O95376,Q9UDY4,Q5SQ80
Q00987,P40424,23044487,Q00987_P40424,Q93009,P31268
Q00987,P10914,23134341,Q00987_P10914,Q9H211,P32455
Q00987,P46531,23252402,Q00987_P46531,P22314,O00755
Q00987,P24522,23563151,Q00987_P24522,Q93034,P50591
Q00987,Q96AQ6,24488098,Q00987_Q96AQ6,O75030,Q8WUY1
Q00987,Q9GZR7,24980433,Q00987_Q9GZR7,Q07820,O60938
Q00987,O15350,26025930,Q00987_O15350,P18754,P62987
Q00987,P10276,26776160,Q00987_P10276,O14763,P01111
Q00987,P46695,26973248,Q00987_P46695,P04053,P26651
Q00987,P19338,28478507,Q00987_P19338,Q96KQ4,Q71RC2
Q00987,O15055,30425162,Q00987_O15055,Q05397,Q15506
Q00987,Q14191,30532073,Q00987_Q14191,Q13283,Q7RTX1
Q00987,O60381,30816344,Q00987_O60381,Q96BY2,Q9H694
Q00987,P35637,31632968,Q00987_P35637,Q16666,P05386
Q00987,P15880,31928715,Q00987_P15880,P10828,Q9NQ50
Q00987,Q9BZS1,32636834,Q00987_Q9BZS1,Q9NYV6,Q14653
Q00987,P40763,33660414,Q00987_P40763,P61081,P51617
Q00987,O43463,33691908,Q00987_O43463,P01225,P24864
Q00987,P49137,34272277,Q00987_P49137,P48431,O95453
Q96J02,P55957,11111111,Q96J02_P55957,Q15366,P60709
Q96J02,P05412,11828324,Q96J02_P05412,P49407,Q09472
Q96J02,P17275,11828324,Q96J02_P17275,Q92995,Q13895
Q96J02,P22681,12226085,Q96J02_P22681,Q96RF0,P49427
