E3,SUB,source,key,SUB_random,E3_random
Q96J02,P00533,12226085,Q96J02_P00533,Q92783,Q92738
Q96J02,P46531,12682059,Q96J02_P46531,P49757,Q09472
Q96J02,P61073,14602072,Q96J02_P61073,O94763,O15524
Q96J02,Q99962,14684745,Q96J02_Q99962,P36575,O60641
Q96J02,Q14511,15051726,Q96J02_Q14511,Q9H0E2,O14977
Q96J02,O95999,15082780,Q96J02_O95999,O00401,Q99442
Q96J02,Q16625,15605377,Q96J02_Q16625,Q8TAQ2,Q92930
Q96J02,O15350,15678106,Q96J02_O15350,Q93008,P25787
Q96J02,Q16655,15703212,Q96J02_Q16655,Q9ULV8,P11912
Q96J02,O15105,15946939,Q96J02_O15105,Q8TBB1,P35225
Q96J02,Q16630,16055720,Q96J02_Q16630,Q9Y239,Q6UWB1
Q96J02,P17844,16055720,Q96J02_P17844,P62877,Q09472
Q96J02,Q9H3D4,16861923,Q96J02_Q9H3D4,Q13191,O15151
Q96J02,Q9UBN4,17110928,Q96J02_Q9UBN4,O95238,P01042
Q96J02,Q9HBA0,17110928,Q96J02_Q9HBA0,Q05048,P12830
Q96J02,Q96J02,17592138,Q96J02_Q96J02,O95140,Q8WU67
Q96J02,Q15303,18334649,Q96J02_Q15303,A5LHX3,P49768
Q96J02,Q16621,18718448,Q96J02_Q16621,Q6DKJ4,Q13618
Q96J02,O43353,19592251,Q96J02_O43353,Q6R6M4,O60602
Q96J02,P45985,19737936,Q96J02_P45985,P98170,Q9UDX4
Q96J02,Q7Z434,19881509,Q96J02_Q7Z434,P32121,Q9C035
Q96J02,Q9H3M7,20068034,Q96J02_Q9H3M7,P55072,Q9UJ68
Q96J02,Q9Y5X1,20491914,Q96J02_Q9Y5X1,Q96RU2,Q9UMY4
Q96J02,O60240,20504295,Q96J02_O60240,Q9UNA4,P62140
Q96J02,Q99541,20504295,Q96J02_Q99541,Q9HC29,P10523
Q96J02,P20963,20637659,Q96J02_P20963,Q9HBH9,Q8TDQ0
Q96J02,P08151,20818436,Q96J02_P08151,P42566,P49407
Q96J02,O95835,21383157,Q96J02_O95835,Q9H422,P26232
Q96J02,Q13571,22009753,Q96J02_Q13571,Q99436,Q8NF50
Q96J02,Q13118,22199232,Q96J02_Q13118,P54803,P08047
Q96J02,O15519,22199232,Q96J02_O15519,Q86UV5,Q09472
Q96J02,P06241,22199232,Q96J02_P06241,Q9NZ52,P04626
Q96J02,Q15796,22199232,Q96J02_Q15796,Q9UKV5,P35749
Q96J02,P19174,22199232,Q96J02_P19174,P48556,P0DTE8
Q96J02,Q6PJG6,22199232,Q96J02_Q6PJG6,Q8N2K1,O43805
Q96J02,Q9Y371,22199232,Q96J02_Q9Y371,O95155,Q9UBQ0
Q96J02,O15357,22199232,Q96J02_O15357,P10523,P05109
Q96J02,Q15583,22199232,Q96J02_Q15583,O43242,Q6SJ93
Q96J02,Q9UM47,22199232,Q96J02_Q9UM47,Q9Y4K3,P62987
Q96J02,O43318,22199232,Q96J02_O43318,P48061,O15198
Q96J02,Q13546,22199232,Q96J02_Q13546,P30279,O95999
Q96J02,O14964,22199232,Q96J02_O14964,P0C2W1,Q8N1B4
Q96J02,Q86Y01,22199232,Q96J02_Q86Y01,P28070,P36575
Q96J02,O14641,22826439,Q96J02_O14641,Q9NV58,O00548
Q96J02,Q13490,23109427,Q96J02_Q13490,P12931,O75293
Q96J02,Q9BTU6,23146885,Q96J02_Q9BTU6,P49005,Q9UBF8
Q96J02,Q01860,23255053,Q96J02_Q01860,P25787,P10599
Q96J02,Q8WWW0,23538446,Q96J02_Q8WWW0,O14763,Q9BZ19
Q96J02,Q4VCS5,23564455,Q96J02_Q4VCS5,Q9UHP3,Q9Y2J4
Q96J02,P46937,23564455,Q96J02_P46937,O14818,P62491
Q96J02,Q12778,24859451,Q96J02_Q12778,P32248,P01589
Q96J02,Q13635,25092867,Q96J02_Q13635,Q712K3,Q8WVJ9
Q96J02,Q15750,25714464,Q96J02_Q15750,O15541,Q05823
Q96J02,Q8NEA6,26147758,Q96J02_Q8NEA6,Q9UJ41,Q7L5Y6
Q96J02,P21860,27203743,Q96J02_P21860,P22455,P23560
Q96J02,O43294,28612841,Q96J02_O43294,Q969H0,P18564
Q96J02,O75581,28966723,Q96J02_O75581,Q12933,A0PJX0
Q96J02,Q9UMX1,29515120,Q96J02_Q9UMX1,P10398,P31321
Q96J02,Q15811,29851086,Q96J02_Q15811,P28347,Q7Z794
Q96J02,P16403,30517763,Q96J02_P16403,Q9UL46,Q9H9S0
Q96J02,P15056,31015455,Q96J02_P15056,P40818,O43252
Q96J02,Q3T906,33789105,Q96J02_Q3T906,Q6ZVN7,Q8TCC7
Q13309,P46527,10375532,Q13309_P46527,P62877,P08758
Q13309,Q01094,10559858,Q13309_Q01094,O15131,Q13263
Q13309,P24864,10790373,Q13309_P24864,O60563,Q09472
Q13309,Q9H211,10790373,Q13309_Q9H211,Q7L5N1,Q09472
Q13309,P10244,10871850,Q13309_P10244,Q9Y6E7,Q96SB4
Q13309,P06400,11032804,Q13309_P06400,Q9UM11,P35869
Q13309,Q13309,11111111,Q13309_Q13309,P30291,P42224
Q13309,P55895,11111111,Q13309_P55895,Q9Y4R8,P40763
Q13309,Q99607,11111111,Q13309_Q99607,O43791,P78381
Q13309,Q12778,11111111,Q13309_Q12778,Q9UKT8,Q9H221
Q13309,P24385,11439327,Q13309_P24385,P49450,Q9NRR4
Q13309,P50750,11689688,Q13309_P50750,P01344,P25490
Q13309,P38936,12393444,Q13309_P38936,P98170,Q9Y5J5
Q13309,Q08999,12435635,Q13309_Q08999,P15692,Q9BX95
Q13309,P01106,12769843,Q13309_P01106,Q8N531,Q13263
Q13309,P49918,12925736,Q13309_P49918,Q96PM5,Q14654
Q13309,Q13485,15314162,Q13309_Q13485,O96020,O15151
Q13309,P28562,16286470,Q13309_P28562,P07384,Q16548
Q13309,P50616,16951159,Q13309_P50616,Q9UKA1,O75175
Q13309,P17542,17962192,Q13309_P17542,Q99471,Q93077
Q13309,Q9NS23,18071316,Q13309_Q9NS23,P52292,Q9UK11
Q13309,P78543,19615363,Q13309_P78543,Q9Y6K9,P78556
Q13309,Q5MJ70,19622356,Q13309_Q5MJ70,P09601,Q86X24
Q13309,P04637,21127074,Q13309_P04637,O00762,Q15477
Q13309,Q96FS4,21502543,Q13309_Q96FS4,Q13950,O00587
Q13309,O43524,21841822,Q13309_O43524,Q96ME1,Q99576
Q13309,P35222,22199232,Q13309_P35222,Q9Y4K3,O14522
Q13309,Q9UMW8,22199232,Q13309_Q9UMW8,Q9Y248,Q8IY21
Q13309,O00233,22199232,Q13309_O00233,Q9BVG3,Q8WTU0
Q13309,O00221,22199232,Q13309_O00221,Q16254,P56524
Q13309,P25963,22199232,Q13309_P25963,O95863,Q99436
Q13309,P98174,22199232,Q13309_P98174,P08151,P61204
Q13309,Q9NXR8,22199232,Q13309_Q9NXR8,Q9Y279,Q6IE81
Q13309,P31751,22632973,Q13309_P31751,Q13098,P63151
Q13309,P49336,22898779,Q13309_P49336,Q9UNE7,Q06330
Q13309,P03372,23770852,Q13309_P03372,P49427,P13686
Q13309,P61587,24045951,Q13309_P61587,Q9H0M0,P28562
Q13309,P35232,24658274,Q13309_P35232,Q9NQR1,P68366
Q13309,O60934,24658274,Q13309_O60934,O14977,P30304
Q13309,O15553,24658274,Q13309_O15553,P42345,O15160
Q13309,P31749,24658274,Q13309_P31749,P61964,P05120
Q13309,Q9HCS4,24658274,Q13309_Q9HCS4,P31946,P41235
Q13309,P52333,24658274,Q13309_P52333,Q9UK97,Q92783
Q13309,P20248,24658274,Q13309_P20248,Q16665,P23527
Q13309,Q9Y297,24658274,Q13309_Q9Y297,O14777,Q9UNE7
Q13309,Q13415,24658274,Q13309_Q13415,O14544,P35250
Q13309,Q9NTG7,24658274,Q13309_Q9NTG7,O14976,P63104
Q13309,P15923,24658274,Q13309_P15923,Q96BF6,P31749
Q13309,P38398,25659039,Q13309_P38398,O75159,Q03692
Q13309,Q15831,25728766,Q13309_Q15831,P49642,Q15691
Q13309,Q7L523,26051179,Q13309_Q7L523,Q13617,Q9GZU1
Q13309,P12830,26474281,Q13309_P12830,A0AVT1,P04818
Q13309,Q6PGQ7,26697838,Q13309_Q6PGQ7,Q8NHZ8,Q9NZI6
Q13309,Q99801,27065334,Q13309_Q99801,Q00526,Q9UKW6
Q13309,Q86X55,27309807,Q13309_Q86X55,P53350,P37231
Q13309,Q15672,28346424,Q13309_Q15672,Q9BSL1,P23352
Q13309,P05362,28802579,Q13309_P05362,Q8TEB1,Q92914
Q13309,P36639,28947420,Q13309_P36639,P24522,Q53HL2
Q13309,Q8WWM9,28948618,Q13309_Q8WWM9,Q14186,O60784
Q13309,P46937,29891922,Q13309_P46937,Q96DE5,Q5TEC6
Q13309,Q53EL6,30760284,Q13309_Q53EL6,Q9Y3Z3,Q07820
Q13309,Q9BYF1,33511555,Q13309_Q9BYF1,Q9UJX6,P14780
Q13309,O00399,33989513,Q13309_O00399,P42574,P63261
Q13309,P49715,34002296,Q13309_P49715,Q92905,Q9NX70
P22681,P00519,8770364,P22681_P00519,Q96J02,Q09472
P22681,P16234,10347229,P22681_P16234,O00459,Q01844
P22681,P09619,10347229,P22681_P09619,P15391,P28300
P22681,P00533,10428778,P22681_P00533,P01112,O60258
P22681,P12931,10514377,P22681_P12931,Q9Y4K3,P34932
P22681,P04626,10910043,P22681_P04626,Q9C004,O15524
P22681,P15498,11087752,P22681_P15498,Q07666,P15516
P22681,P55085,11111111,P22681_P55085,P08842,Q99500
P22681,Q96B97,11111111,P22681_Q96B97,P62195,O00499
P22681,P43405,11742985,P22681_P43405,P18146,O95352
P22681,P07333,11847211,P22681_P07333,Q12965,P01133
P22681,P06239,11904433,P22681_P06239,Q9BX66,P14921
P22681,O43597,11983899,P22681_O43597,Q92772,Q12933
P22681,Q8WU20,11997436,P22681_Q8WU20,P25942,P42336
P22681,P09769,12435267,P22681_P09769,Q13094,P07948
P22681,O94875,12475393,P22681_O94875,Q8IZP0,Q9NZQ3
P22681,P29317,12496371,P22681_P29317,O60841,P09238
P22681,P46109,12671687,P22681_P46109,Q08881,P13612
P22681,Q04912,12802274,P22681_Q04912,Q9Y490,Q9H3S1
P22681,P17948,15001553,P22681_P17948,Q9Y5K6,Q9UHV8
P22681,P07948,15190072,P22681_P07948,O15197,P57087
P22681,P06241,15190072,P22681_P06241,P07949,Q16555
P22681,P21802,15190072,P22681_P21802,P61981,Q8TDD2
P22681,Q96JA1,15282549,P22681_Q96JA1,P22681,P08581
P22681,P48736,15308747,P22681_P48736,Q13905,Q12950
P22681,P08138,15337528,P22681_P08138,P27352,O00329
P22681,P08648,15728256,P22681_P08648,P30530,P78423
P22681,Q02556,15837792,P22681_Q02556,P08670,P19878
P22681,P31785,16004964,P22681_P31785,O75955,Q9UI54
P22681,Q14155,16407834,P22681_Q14155,Q9BZR9,O15111
P22681,P19174,16467851,P22681_P19174,P60953,Q8TC27
P22681,P10721,16780420,P22681_P10721,Q9GZY6,O60502
P22681,Q8TBZ2,17255943,P22681_Q8TBZ2,O14492,Q9GZP8
P22681,P08581,17449471,P22681_P08581,P63010,Q05209
P22681,P04085,17620338,P22681_P04085,O43320,P02766
P22681,P11362,17944804,P22681_P11362,O15111,O95684
P22681,P54762,18034775,P22681_P54762,Q96LC7,P49768
P22681,O43521,18198176,P22681_O43521,Q9HCT0,Q5XG87
P22681,P22455,18480409,P22681_P22455,Q05397,Q8WU20
P22681,P22607,18485666,P22681_P22607,Q15052,Q00534
P22681,P40189,18519587,P22681_P40189,O76093,Q08334
P22681,Q9UGK3,19401194,P22681_Q9UGK3,P63104,Q15436
P22681,P40238,19880496,P22681_P40238,O95628,O15524
P22681,O14964,20029031,P22681_O14964,O96028,P35222
P22681,P29322,20100865,P22681_P29322,P04234,P52803
P22681,P11274,20675402,P22681_P11274,Q5UE93,P42684
P22681,P07947,21596750,P22681_P07947,Q9UQC2,Q5H913
P22681,P35968,22199232,P22681_P35968,Q99707,O95841
P22681,P51692,22199232,P22681_P51692,Q9NPF0,Q9NSE2
P22681,P42229,22199232,P22681_P42229,O14733,P49821
P22681,P08069,22199232,P22681_P08069,Q9NZM1,P29375
P22681,Q7Z698,22199232,P22681_Q7Z698,P17081,P40189
P22681,P12318,22199232,P22681_P12318,Q96AH8,P23771
P22681,O95644,22199232,P22681_O95644,P05412,P06756
P22681,P06127,22199232,P22681_P06127,P12314,P13647
P22681,P13569,22467879,P22681_P13569,Q8IXJ9,Q8ND82
P22681,Q9UM73,22479414,P22681_Q9UM73,Q9UNE7,Q13308
P22681,P35222,23744067,P22681_P35222,P26651,P07315
P22681,Q02763,23754070,P22681_Q02763,P59768,Q92914
P22681,P27986,24113870,P22681_P27986,O14544,P17301
P22681,P43403,29498112,P22681_P43403,Q01959,P48023
P22681,Q96P20,31553908,P22681_Q96P20,O14788,Q16625
P22681,P42345,32386556,P22681_P42345,P37173,Q14573
Q969H0,P24864,11533444,Q969H0_P24864,Q969H0,Q13882
Q969H0,P49768,12354302,Q969H0_P49768,Q149N8,P04271
Q969H0,P05412,14739463,Q969H0_P05412,Q96FE5,P35228
Q969H0,P01106,15103331,Q969H0_P01106,Q6ZTI6,O75928
Q969H0,Q12772,16054087,Q969H0_Q12772,Q9UBI4,O75928
Q969H0,P36956,16054087,Q969H0_P36956,Q15843,P48552
Q969H0,Q13490,16510124,Q969H0_Q13490,P08238,Q9Y4K3
Q969H0,O14965,16863506,Q969H0_O14965,Q9Y5J3,A4GXA9
Q969H0,P46531,17274947,Q969H0_P46531,Q04771,P35318
Q969H0,P10242,18765672,Q969H0_P10242,Q9BQE3,Q96HE8
Q969H0,P42345,18787170,Q969H0_P42345,P23771,Q6R327
Q969H0,O96020,19084516,Q969H0_O96020,P24863,P78504
Q969H0,P04198,19111882,Q969H0_P04198,P25787,Q9H9S0
Q969H0,Q13887,20484041,Q969H0_Q13887,O15379,P15036
Q969H0,Q99848,21220517,Q969H0_Q99848,Q16763,Q8NEJ9
Q969H0,Q9H1I8,22388891,Q969H0_Q9H1I8,P52701,Q9HCS7
Q969H0,Q71F56,23322298,Q969H0_Q71F56,Q15477,Q9UBK2
Q969H0,Q9UHV7,23322298,Q969H0_Q9UHV7,Q9BXW9,P24928
Q969H0,Q9Y5W3,23507969,Q969H0_Q9Y5W3,Q01860,Q8NCQ5
Q969H0,P53805,24658274,Q969H0_P53805,Q8IWS0,P11802
Q969H0,Q9UBK2,24658274,Q969H0_Q9UBK2,P21860,Q9H300
Q969H0,Q9Y2Y9,24658274,Q969H0_Q9Y2Y9,P40692,P11277
Q969H0,Q9Y6Q9,24658274,Q969H0_Q9Y6Q9,Q9BW62,Q9P015
Q969H0,Q96BA8,24658274,Q969H0_Q96BA8,P38936,O14944
Q969H0,P49715,24658274,Q969H0_P49715,Q96RU2,P01732
Q969H0,P04150,24658274,Q969H0_P04150,O60260,Q5T3J3
Q969H0,P11388,24658274,Q969H0_P11388,P11362,Q969G2
Q969H0,Q9H3D4,24658274,Q969H0_Q9H3D4,P01112,P18075
Q969H0,Q15583,24658274,Q969H0_Q15583,Q9P275,Q92615
Q969H0,Q14494,24658274,Q969H0_Q14494,Q9UQE7,Q8N841
Q969H0,P17275,24658274,Q969H0_P17275,Q9UBP5,Q15306
Q969H0,P49716,24658274,Q969H0_P49716,P55060,P17275
Q969H0,Q70SY1,24658274,Q969H0_Q70SY1,P12980,Q07075
Q969H0,Q96GD4,24658274,Q969H0_Q96GD4,P26651,Q96KF2
Q969H0,P15056,24658274,Q969H0_P15056,P35268,O95750
Q969H0,Q99062,24658274,Q969H0_Q99062,Q9Y2K6,P01593
